"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R7","FP_0603_RES","546.378mil","14260mil","546.378mil","14260mil","546.378mil","14224.567mil","B","90.00","10K"
"R8","FP_0603_RES","1133.465mil","14509.591mil","1133.465mil","14509.591mil","1168.898mil","14509.591mil","T","180.00","15K"
"R9","FP_0603_RES","1349.866mil","14545mil","1349.866mil","14545mil","1349.866mil","14580.433mil","B","270.00","10K"
"R10","FP_0603_RES","1258.819mil","14255.827mil","1258.819mil","14255.827mil","1223.386mil","14255.827mil","B","0.00","100K"
"R11","FP_0603_RES","1125.465mil","14256.591mil","1125.465mil","14256.591mil","1090.032mil","14256.591mil","B","360.00","100K"
"R12","FP_0603_RES","816.89mil","14352.283mil","816.89mil","14352.283mil","852.323mil","14352.283mil","B","180.00","3K"
"R13","FP_0603_RES","1478.307mil","14209.567mil","1478.307mil","14209.567mil","1478.307mil","14174.134mil","T","90.00","120R"
"R14","FP_0603_RES","795.236mil","14233.346mil","795.236mil","14233.346mil","795.236mil","14268.78mil","B","270.00","2.2K"
"R15","FP_0603_RES","667.284mil","14561.929mil","667.284mil","14561.929mil","631.851mil","14561.929mil","B","360.00","100K"
"R16","FP_0603_RES","1115.465mil","14260.591mil","1115.465mil","14260.591mil","1080.032mil","14260.591mil","T","360.00","10K"
"R17","FP_0603_RES","845.866mil","14555mil","845.866mil","14555mil","845.866mil","14590.433mil","T","270.00","470K"
"R18","FP_0603_RES","985.866mil","14555mil","985.866mil","14555mil","985.866mil","14590.433mil","T","270.00","560K"
"R19","FP_0603_RES","666.378mil","14350mil","666.378mil","14350mil","701.811mil","14350mil","B","180.00","0R"
"T1","FET_SOT23","1741.465mil","14572.591mil","1741.465mil","14572.591mil","1689.22mil","14535.189mil","T","180.00","BSS84"
"T2","FET_SOT23","426.378mil","14385.669mil","426.378mil","14385.669mil","388.976mil","14333.425mil","B","270.00","MMBF170"
"T3","FET_SOT23","1396.378mil","14225mil","1396.378mil","14225mil","1448.622mil","14187.598mil","B","360.00","MMBF170"
"T4","FET_SOT23","1346.417mil","14560.961mil","1346.417mil","14560.961mil","1309.016mil","14613.205mil","T","90.00","SI2306"
"U1","ANALOG_SOT23-5","926.996mil","14243.591mil","926.465mil","14243.591mil","978.709mil","14280.992mil","B","180.00","MCP6001"
"U2","ANALOG_SOT23-5","933.563mil","14208.582mil","933.032mil","14208.583mil","985.276mil","14171.181mil","T","180.00","MCP6001"
"SW1","SW_TACT_2PIN","329.685mil","14395.591mil","329.685mil","14395.591mil","329.685mil","14267.638mil","T","90.00","SW_tactile_2pin"
"R3","FP_0603_RES","1647.378mil","14568mil","1647.378mil","14568mil","1647.378mil","14532.567mil","T","90.00","100K"
"D5","SOD-80","1411.378mil","14380mil","1411.378mil","14380mil","1411.378mil","14312.087mil","B","180.00","ZENER_3.3V"
"C28","FP_0603_CAP_080","493.976mil","14271.654mil","493.976mil","14271.654mil","493.976mil","14236.22mil","T","90.00","5.6nF"
"R29","FP_0603_RES","612.086mil","14173.228mil","612.087mil","14173.228mil","647.519mil","14173.228mil","T","180.00","10K"
"U9","GATE_SOT23-5","606.071mil","14271.625mil","606.602mil","14271.625mil","554.358mil","14309.027mil","T","0.00","74AHC1G14"
"C4","FP_0603_CAP_080","433.071mil","14271.654mil","433.071mil","14271.654mil","433.071mil","14307.087mil","T","270.00","100nF"
"R20","FP_0603_RES","1509mil","14222mil","1509mil","14222mil","1509mil","14257.433mil","B","270.00","10K"

